active_cryptocurrencies,total_cryptocurrencies,active_market_pairs,active_exchanges,total_exchanges,eth_dominance,btc_dominance,eth_dominance_yesterday,btc_dominance_yesterday,eth_dominance_24h_percentage_change,btc_dominance_24h_percentage_change,defi_volume_24h,defi_volume_24h_reported,defi_market_cap,defi_24h_percentage_change,stablecoin_volume_24h,stablecoin_volume_24h_reported,stablecoin_market_cap,stablecoin_24h_percentage_change,derivatives_volume_24h,derivatives_volume_24h_reported,derivatives_24h_percentage_change,last_updated,quote.USD.total_market_cap,quote.USD.total_volume_24h,quote.USD.total_volume_24h_reported,quote.USD.altcoin_volume_24h,quote.USD.altcoin_volume_24h_reported,quote.USD.altcoin_market_cap,quote.USD.defi_volume_24h,quote.USD.defi_volume_24h_reported,quote.USD.defi_24h_percentage_change,quote.USD.defi_market_cap,quote.USD.stablecoin_volume_24h,quote.USD.stablecoin_volume_24h_reported,quote.USD.stablecoin_24h_percentage_change,quote.USD.stablecoin_market_cap,quote.USD.derivatives_volume_24h,quote.USD.derivatives_volume_24h_reported,quote.USD.derivatives_24h_percentage_change,quote.USD.last_updated,quote.USD.total_market_cap_yesterday,quote.USD.total_volume_24h_yesterday,quote.USD.total_market_cap_yesterday_percentage_change,quote.USD.total_volume_24h_yesterday_percentage_change
10056,19509,59448,527,1655,18.986067813071,44.602671297035,18.9439279,44.52246597,0.042139913071,0.080205327035,7687559766.338499,18978391337.1957,57052801202.739624,30.536303537228,48068083610.352646,14394598831540.613,156337142038.94397,2.340481158234,178199479485.07037,178199479485.07037,-19.588938721057,2022-05-22T16:40:59.999Z,1275558568407.7576,56235855759.13,14415209053272.41,36949810286.4622,14352504410293.8,706625372939.6755,7687559766.338499,18978391337.1957,30.536303537228,57052801202.739624,48068083610.352646,14394598831540.613,2.340481158234,156337142038.94397,178199479485.07037,178199479485.07037,-19.588938721057,2022-05-22T16:40:59.999Z,1263081588374.9421,55482386538.01,0.9878205927194443,1.3580331851871676
