active_cryptocurrencies,total_cryptocurrencies,active_market_pairs,active_exchanges,total_exchanges,eth_dominance,btc_dominance,eth_dominance_yesterday,btc_dominance_yesterday,eth_dominance_24h_percentage_change,btc_dominance_24h_percentage_change,defi_volume_24h,defi_volume_24h_reported,defi_market_cap,defi_24h_percentage_change,stablecoin_volume_24h,stablecoin_volume_24h_reported,stablecoin_market_cap,stablecoin_24h_percentage_change,derivatives_volume_24h,derivatives_volume_24h_reported,derivatives_24h_percentage_change,last_updated,quote.USD.total_market_cap,quote.USD.total_volume_24h,quote.USD.total_volume_24h_reported,quote.USD.altcoin_volume_24h,quote.USD.altcoin_volume_24h_reported,quote.USD.altcoin_market_cap,quote.USD.defi_volume_24h,quote.USD.defi_volume_24h_reported,quote.USD.defi_24h_percentage_change,quote.USD.defi_market_cap,quote.USD.stablecoin_volume_24h,quote.USD.stablecoin_volume_24h_reported,quote.USD.stablecoin_24h_percentage_change,quote.USD.stablecoin_market_cap,quote.USD.derivatives_volume_24h,quote.USD.derivatives_volume_24h_reported,quote.USD.derivatives_24h_percentage_change,quote.USD.last_updated,quote.USD.total_market_cap_yesterday,quote.USD.total_volume_24h_yesterday,quote.USD.total_market_cap_yesterday_percentage_change,quote.USD.total_volume_24h_yesterday_percentage_change
9592,18037,56227,460,1602,17.953143932712,42.200190571161,17.99008318,42.09146725,-0.036939247288,0.108723321161,12703319497.957283,28767660880.864635,125782220139.10277,10.83170582404,62954346796.9393,167098021829.25168,178415579660.6842,26.557317000311,139339020512.1904,139339020512.1904,26.144091562299,2022-03-07T14:41:59.999Z,1759659238646.883,75573121609.79,202010276457.28,50714990822.98582,106085033361.2608,1017079686534.8529,12703319497.957283,28767660880.864635,10.83170582404,125782220139.10277,62954346796.9393,167098021829.25168,26.557317000311,178415579660.6842,139339020512.1904,139339020512.1904,26.144091562299,2022-03-07T14:41:59.999Z,1752521930052.5315,60036854228.18,0.40725930283439027,25.87788381210288
